Année,Examen,Code,DREN/DDEN,Catégorie,Genre ,Effectif
2016,BAC,,DIVO,Inscrits,Garçon,4961
2016,BAC,,DUEKOUE,Inscrits,Garçon,1623
2016,BAC,,FERKESSEDOUGOU,Inscrits,Garçon,721
2016,BAC,,GAGNOA,Inscrits,Garçon,5077
2016,BAC,,GRAND­BASSAM,Inscrits,Garçon,1494
2016,BAC,,GUIGLO,Inscrits,Garçon,908
2016,BAC,,ISSIA,Inscrits,Garçon,1573
2016,BAC,,KATIOLA,Inscrits,Garçon,844
2016,BAC,,KORHOGO,Inscrits,Garçon,2967
2016,BAC,,MAN,Inscrits,Garçon,2004
2016,BAC,,MANKONO,Inscrits,Garçon,292
2016,BAC,,ODIENNE,Inscrits,Garçon,601
2016,BAC,,SAN­PEDRO,Inscrits,Garçon,2850
2016,BAC,,SASSANDRA,Inscrits,Garçon,732
2016,BAC,,SEGUELA,Inscrits,Garçon,421
2016,BAC,,SINFRA,Inscrits,Garçon,1354
2016,BAC,,SOUBRE,Inscrits,Garçon,3642
2016,BAC,,TIASSALE,Inscrits,Garçon,1471
2016,BAC,,TOUBA,Inscrits,Garçon,112
2016,BAC,,YAMOUSSOUKRO,Inscrits,Garçon,5247
2016,BAC,,ABENGOUROU,Présents,Fille,2226
2016,BAC,,ABIDJAN 1,Présents,Fille,6940
2016,BAC,,ABIDJAN 2,Présents,Fille,9882
2016,BAC,,ABIDJAN 3,Présents,Fille,19304
2016,BAC,,ABIDJAN 4,Présents,Fille,15477
2016,BAC,,ABOISSO,Présents,Fille,1356
2016,BAC,,ADZOPE,Présents,Fille,1631
2016,BAC,,AGBOVILLE,Présents,Fille,1425
2016,BAC,,BONDOUKOU,Présents,Fille,1386
2016,BAC,,BONGOUANOU,Présents,Fille,1062
2016,BAC,,BOUAFLE,Présents,Fille,1544
2016,BAC,,BOUAKE 1,Présents,Fille,1939
2016,BAC,,BOUAKE 2,Présents,Fille,2523
2016,BAC,,BOUNA,Présents,Fille,209
2016,BAC,,BOUNDIALI,Présents,Fille,632
2016,BAC,,DABOU,Présents,Fille,1662
2016,BAC,,DALOA,Présents,Fille,3164
2016,BAC,,DANANE,Présents,Fille,340
2016,BAC,,DAOUKRO,Présents,Fille,899
2016,BAC,,DIMBOKRO,Présents,Fille,929
2016,BAC,,DIVO,Présents,Fille,2375
2016,BAC,,DUEKOUE,Présents,Fille,720
2016,BAC,,FERKESSEDOUGOU,Présents,Fille,482
2016,BAC,,GAGNOA,Présents,Fille,2782
2016,BAC,,GRAND­BASSAM,Présents,Fille,1429
2016,BAC,,GUIGLO,Présents,Fille,432
2016,BAC,,ISSIA,Présents,Fille,761
2016,BAC,,KATIOLA,Présents,Fille,480
2016,BAC,,KORHOGO,Présents,Fille,1761
2016,BAC,,MAN,Présents,Fille,1033
2016,BAC,,MANKONO,Présents,Fille,160
2016,BAC,,ODIENNE,Présents,Fille,340
2016,BAC,,SAN­PEDRO,Présents,Fille,1912
2016,BAC,,SASSANDRA,Présents,Fille,357
2016,BAC,,SEGUELA,Présents,Fille,225
2016,BAC,,SINFRA,Présents,Fille,637
2016,BAC,,SOUBRE,Présents,Fille,1413
2016,BAC,,TIASSALE,Présents,Fille,900
2016,BAC,,TOUBA,Présents,Fille,68
2016,BAC,,YAMOUSSOUKRO,Présents,Fille,3062
2016,BAC,,ABENGOUROU,Présents,Garçon,3099
2016,BAC,,ABIDJAN 1,Présents,Garçon,7104
2016,BAC,,ABIDJAN 2,Présents,Garçon,8065
2016,BAC,,ABIDJAN 3,Présents,Garçon,16322
2016,BAC,,ABIDJAN 4,Présents,Garçon,14307
2016,BAC,,ABOISSO,Présents,Garçon,1611
2016,BAC,,ADZOPE,Présents,Garçon,2421
2016,BAC,,AGBOVILLE,Présents,Garçon,1881
2016,BAC,,BONDOUKOU,Présents,Garçon,2588
2016,BAC,,BONGOUANOU,Présents,Garçon,1799
2016,BAC,,BOUAFLE,Présents,Garçon,3066
2016,BAC,,BOUAKE 1,Présents,Garçon,2467
2016,BAC,,BOUAKE 2,Présents,Garçon,4491
2016,BAC,,BOUNA,Présents,Garçon,268
2016,BAC,,BOUNDIALI,Présents,Garçon,850
2016,BAC,,DABOU,Présents,Garçon,2046
2016,BAC,,DALOA,Présents,Garçon,5773
2016,BAC,,DANANE,Présents,Garçon,768
2016,BAC,,DAOUKRO,Présents,Garçon,1766
2016,BAC,,DIMBOKRO,Présents,Garçon,1488
2016,BAC,,DIVO,Présents,Garçon,4768
2016,BAC,,DUEKOUE,Présents,Garçon,1529
2016,BAC,,FERKESSEDOUGOU,Présents,Garçon,693
2016,BAC,,GAGNOA,Présents,Garçon,4870
2016,BAC,,GRAND­BASSAM,Présents,Garçon,1436
2016,BAC,,GUIGLO,Présents,Garçon,867
2016,BAC,,ISSIA,Présents,Garçon,1513
2016,BAC,,KATIOLA,Présents,Garçon,828
2016,BAC,,KORHOGO,Présents,Garçon,2870
2016,BAC,,MAN,Présents,Garçon,1896
2016,BAC,,MANKONO,Présents,Garçon,277
2016,BAC,,ODIENNE,Présents,Garçon,573
2016,BAC,,SAN­PEDRO,Présents,Garçon,2725
2016,BAC,,SASSANDRA,Présents,Garçon,711
2016,BAC,,SEGUELA,Présents,Garçon,398
2016,BAC,,SINFRA,Présents,Garçon,1299
2016,BAC,,SOUBRE,Présents,Garçon,3472
2016,BAC,,TIASSALE,Présents,Garçon,1425
2016,BAC,,TOUBA,Présents,Garçon,109
2016,BAC,,YAMOUSSOUKRO,Présents,Garçon,5074
2016,BAC,,ABENGOUROU,Admis,Fille,1137
2016,BAC,,ABIDJAN 1,Admis,Fille,3284
2016,BAC,,ABIDJAN 2,Admis,Fille,4535
2016,BAC,,ABIDJAN 3,Admis,Fille,8293
2016,BAC,,ABIDJAN 4,Admis,Fille,6965
2016,BAC,,ABOISSO,Admis,Fille,547
2016,BAC,,ADZOPE,Admis,Fille,607
2016,BAC,,AGBOVILLE,Admis,Fille,520
2016,BAC,,BONDOUKOU,Admis,Fille,561
2016,BAC,,BONGOUANOU,Admis,Fille,416
2016,BAC,,BOUAFLE,Admis,Fille,547
2016,BAC,,BOUAKE 1,Admis,Fille,779
2016,BAC,,BOUAKE 2,Admis,Fille,1003
2016,BAC,,BOUNA,Admis,Fille,67
2016,BAC,,BOUNDIALI,Admis,Fille,197
2016,BAC,,DABOU,Admis,Fille,636
2016,BAC,,DALOA,Admis,Fille,1085
2016,BAC,,DANANE,Admis,Fille,105
2016,BAC,,DAOUKRO,Admis,Fille,382
2016,BAC,,DIMBOKRO,Admis,Fille,342
2016,BAC,,DIVO,Admis,Fille,944
2016,BAC,,DUEKOUE,Admis,Fille,265
2016,BAC,,FERKESSEDOUGOU,Admis,Fille,190
2016,BAC,,GAGNOA,Admis,Fille,836
2016,BAC,,GRAND­BASSAM,Admis,Fille,765
2016,BAC,,GUIGLO,Admis,Fille,127
2016,BAC,,ISSIA,Admis,Fille,289
2016,BAC,,KATIOLA,Admis,Fille,179
2016,BAC,,KORHOGO,Admis,Fille,615
2016,BAC,,MAN,Admis,Fille,355
2016,BAC,,MANKONO,Admis,Fille,40
2016,BAC,,ODIENNE,Admis,Fille,127
2016,BAC,,SAN­PEDRO,Admis,Fille,741
2016,BAC,,SASSANDRA,Admis,Fille,173
2016,BAC,,SEGUELA,Admis,Fille,45
2016,BAC,,SINFRA,Admis,Fille,215
2016,BAC,,SOUBRE,Admis,Fille,458
2016,BAC,,TIASSALE,Admis,Fille,286
2016,BAC,,TOUBA,Admis,Fille,32
2016,BAC,,YAMOUSSOUKRO,Admis,Fille,1363
2016,BAC,,ABENGOUROU,Admis,Garçon,1619
2016,BAC,,ABIDJAN 1,Admis,Garçon,3412
2016,BAC,,ABIDJAN 2,Admis,Garçon,3779
2016,BAC,,ABIDJAN 3,Admis,Garçon,6873
2016,BAC,,ABIDJAN 4,Admis,Garçon,6261
2016,BAC,,ABOISSO,Admis,Garçon,713
2016,BAC,,ADZOPE,Admis,Garçon,1051
2016,BAC,,AGBOVILLE,Admis,Garçon,799
2016,BAC,,BONDOUKOU,Admis,Garçon,1216
2016,BAC,,BONGOUANOU,Admis,Garçon,745
2016,BAC,,BOUAFLE,Admis,Garçon,1152
2016,BAC,,BOUAKE 1,Admis,Garçon,949
2016,BAC,,BOUAKE 2,Admis,Garçon,1866
2016,BAC,,BOUNA,Admis,Garçon,111
2016,BAC,,BOUNDIALI,Admis,Garçon,336
2016,BAC,,DABOU,Admis,Garçon,875
2016,BAC,,DALOA,Admis,Garçon,2190
2016,BAC,,DANANE,Admis,Garçon,314
2016,BAC,,DAOUKRO,Admis,Garçon,856
2016,BAC,,DIMBOKRO,Admis,Garçon,655
2016,BAC,,DIVO,Admis,Garçon,1981
2016,BAC,,DUEKOUE,Admis,Garçon,571
2016,BAC,,FERKESSEDOUGOU,Admis,Garçon,311
2016,BAC,,GAGNOA,Admis,Garçon,1625
2016,BAC,,GRAND­BASSAM,Admis,Garçon,754
2016,BAC,,GUIGLO,Admis,Garçon,331
2016,BAC,,ISSIA,Admis,Garçon,642
2016,BAC,,KATIOLA,Admis,Garçon,423
2016,BAC,,KORHOGO,Admis,Garçon,1185
2016,BAC,,MAN,Admis,Garçon,802
2016,BAC,,MANKONO,Admis,Garçon,113
2016,BAC,,ODIENNE,Admis,Garçon,268
2016,BAC,,SAN­PEDRO,Admis,Garçon,1090
2016,BAC,,SASSANDRA,Admis,Garçon,390
2016,BAC,,SEGUELA,Admis,Garçon,132
2016,BAC,,SINFRA,Admis,Garçon,525
2016,BAC,,SOUBRE,Admis,Garçon,1301
2016,BAC,,TIASSALE,Admis,Garçon,569
2016,BAC,,TOUBA,Admis,Garçon,53
2016,BAC,,YAMOUSSOUKRO,Admis,Garçon,2394
